"","model","Dbar","Dhat","pD","DIC"
"1","analysis-full.txt",212.152368325025,76.7803638648355,135.37200446019,347.524372785215
"2","analysis-no-repens.txt",221.58213437211,128.350106863129,93.2320275089806,314.81416188109
"3","analysis-zeros.txt",240.822844989915,187.990511266843,52.8323337230721,293.655178712988
