Full model...
   DIC: 293.735
    pD: 70.171

                Dbar	Dhat	pD	DIC	
fecundity	33.816	22.760	11.055	44.871	
fl.per.head	42.707	31.878	10.829	53.536	
infest	        57.983	43.160	14.822	72.805	
pink	        22.935	10.255	12.680	35.614	
poly	        31.711	21.967	9.744	41.456	
seed.mass	34.413	23.373	11.040	45.453	
total	        223.564	153.394	70.171	293.735	


Full model results...Inference for Bugs model at "analysis-alt.txt", fit using WinBUGS,
 5 chains, each with 30000 iterations (first 5000 discarded), n.thin = 5
 n.sims = 25000 iterations saved
                              mean     sd    2.5%     25%     50%     75%   97.5%  Rhat n.eff
              beta.pink.elev[4,1]    -6.548    6.550
              beta.pink.elev[4,2]    -4.802    6.059
                 beta.pink.0[1,1]   -10.770    4.130
                 beta.pink.0[1,2]   -10.830    4.499
                 beta.pink.0[1,3]   -10.690    4.846
                 beta.pink.0[1,4]    -9.295    3.016
                 beta.pink.0[2,1]    -8.837    5.214
                 beta.pink.0[2,2]    -8.318    6.335
                 beta.pink.0[2,3]    -8.501    6.692
                 beta.pink.0[2,4]    -7.421    4.229
                 beta.pink.0[3,1]    -3.799   10.730
                 beta.pink.0[3,2]    -4.894   10.240
                 beta.pink.0[3,3]    -6.765    8.384
                 beta.pink.0[3,4]    -3.361    8.187
                 beta.pink.0[4,1]    -3.687   11.880
                 beta.pink.0[4,2]    -4.489   11.610
                 beta.pink.0[4,3]    -3.441   12.260
                 beta.pink.0[4,4]    -1.619   11.890
         beta.infest.fecundity[1]    -4.787    0.553
         beta.infest.fecundity[2]    -1.100    0.456
       beta.infest.fl.per.head[1]    -2.131    3.022
       beta.infest.fl.per.head[2]    -0.787    2.108
         beta.infest.seed.mass[1]    -0.877    6.834
         beta.infest.seed.mass[2]    -0.816    1.040
              beta.infest.long[1]    -1.761    1.965
              beta.infest.long[2]    -0.884    0.460
               beta.infest.map[1]    -0.294    1.327
               beta.infest.map[2]    -0.993    0.452
              beta.infest.elev[1]    -0.016    2.456
              beta.infest.elev[2]    -0.958    0.301
            eps.infest.species[1]    -3.161    4.655
            eps.infest.species[2]    -4.638    2.592
            eps.infest.species[3]    -7.151    2.904
            eps.infest.species[4]    -0.674    1.642
           beta.fecundity.long[1]    -0.497    0.476
           beta.fecundity.long[2]     0.029    0.776*
            beta.fecundity.map[1]    -0.716    0.794
            beta.fecundity.map[2]    -0.039    0.492
           beta.fecundity.elev[1]    -1.140    0.793
           beta.fecundity.elev[2]    -0.472    0.016
         eps.fecundity.species[1]    -1.780   -0.625*
         eps.fecundity.species[2]    -3.077    0.449
         eps.fecundity.species[3]    -2.090    0.248
         eps.fecundity.species[4]     0.519    1.087*
                    tau.fecundity     1.557    7.532*
         beta.fl.per.head.long[1]    -0.510    0.600
         beta.fl.per.head.long[2]    -0.129    0.753
          beta.fl.per.head.map[1]    -0.941    0.815
          beta.fl.per.head.map[2]    -0.023    0.612
         beta.fl.per.head.elev[1]    -1.624    0.577
         beta.fl.per.head.elev[2]    -0.082    0.495
       eps.fl.per.head.species[1]    -1.685   -0.325*
       eps.fl.per.head.species[2]    -1.899    2.147
       eps.fl.per.head.species[3]     0.359    3.046*
       eps.fl.per.head.species[4]    -0.458    0.228
                  tau.fl.per.head     1.092    5.252*
           beta.seed.mass.long[1]    -0.612    0.350
           beta.seed.mass.long[2]    -0.318    0.440
            beta.seed.mass.map[1]    -0.741    0.760
            beta.seed.mass.map[2]    -0.616   -0.077*
           beta.seed.mass.elev[1]    -0.831    1.095
           beta.seed.mass.elev[2]    -0.602   -0.117*
         eps.seed.mass.species[1]    -1.358   -0.192*
         eps.seed.mass.species[2]    -2.167    1.373
         eps.seed.mass.species[3]    -2.480   -0.142*
         eps.seed.mass.species[4]     0.338    0.926*
                    tau.seed.mass     1.578    7.317*
                         deviance   193.800  253.900*



Posterior comparisons of regression coefficients...
    repens - non.repens

Environmental coefficients...
beta.fecundity.elev: -0.042 (-1.012,0.959)
beta.fecundity.long: 0.404 (-0.209,1.009)
beta.fecundity.map: 0.177 (-0.599,0.987)
beta.fl.per.head.elev: 0.691 (-0.474,1.812)
beta.fl.per.head.long: 0.25 (-0.456,0.938)
beta.fl.per.head.map: 0.36 (-0.584,1.296)
beta.seed.mass.elev: -0.516 (-1.51,0.483)
beta.seed.mass.long: 0.176 (-0.436,0.778)
beta.seed.mass.map: -0.347 (-1.138,0.45)
 
Infestation coefficients...
beta.infest.elev: -1.53 (-2.937,-0.164)*
beta.infest.fecundity: 1.842 (-1.042,4.527)
beta.infest.fl.per.head: 0.385 (-2.396,3.453)
beta.infest.long: -0.277 (-2.267,1.698)
beta.infest.map: -0.821 (-1.892,0.259)
beta.infest.seed.mass: -2.786 (-6.764,1.202)
 
Pink coefficients...
beta.pink.elev[1]: 2.641 (-5.546,10.477)
beta.pink.elev[2]: -0.876 (-8.676,6.815)
beta.pink.elev[3]: -0.786 (-8.797,7.031)
beta.pink.elev[4]: 0.592 (-8.166,8.936)
beta.pink.fecundity[1]: -1.795 (-10.65,7.736)
beta.pink.fecundity[2]: -0.226 (-9.467,8.657)
beta.pink.fecundity[3]: 0.931 (-8.351,9.841)
beta.pink.fecundity[4]: 3.67 (-5.855,13.236)
beta.pink.fl.per.head[1]: 0.883 (-8.566,10.283)
beta.pink.fl.per.head[2]: -1.765 (-10.738,7.569)
beta.pink.fl.per.head[3]: 2.661 (-6.301,11.971)
beta.pink.fl.per.head[4]: -1.241 (-10.546,8.262)
beta.pink.infest[1]: 0.635 (-8.7,9.858)
beta.pink.infest[2]: 3.852 (-3.58,11.771)
beta.pink.infest[3]: 1.38 (-7.767,9.993)
beta.pink.infest[4]: 1.419 (-7.473,10.267)
beta.pink.long[1]: -2.586 (-11.18,5.734)
beta.pink.long[2]: -1.628 (-9.978,5.976)
beta.pink.long[3]: 4.379 (-2.757,11.686)
beta.pink.long[4]: -0.96 (-8.949,6.906)
beta.pink.map[1]: 0.437 (-6.818,7.564)
beta.pink.map[2]: 2.677 (-4.449,9.535)
beta.pink.map[3]: -1.419 (-7.962,5.022)
beta.pink.map[4]: -1.104 (-8.951,7.024)
beta.pink.seed.mass[1]: -2.545 (-12.353,7.229)
beta.pink.seed.mass[2]: 1.196 (-9.099,10.66)
beta.pink.seed.mass[3]: 0.113 (-9.98,10.003)
beta.pink.seed.mass[4]: 2.874 (-7.453,12.995)
 
Poly coefficients...
beta.poly.elev[1]: 0.825 (-6.897,8.563)
beta.poly.elev[2]: 1.043 (-6.576,8.605)
beta.poly.fecundity[1]: -2.001 (-11.451,7.296)
beta.poly.fecundity[2]: 0.686 (-8.443,9.786)
beta.poly.fl.per.head[1]: 1.206 (-8.406,11.119)
beta.poly.fl.per.head[2]: -2.134 (-11.533,7.915)
beta.poly.infest[1]: 1.656 (-6.112,9.386)
beta.poly.infest[2]: 2.422 (-6.328,12.837)
beta.poly.long[1]: -0.155 (-7.986,7.402)
beta.poly.long[2]: -1.024 (-8.148,6.287)
beta.poly.map[1]: 0.616 (-6.324,7.933)
beta.poly.map[2]: 0.46 (-6.271,7.009)
beta.poly.seed.mass[1]: -2.352 (-12.295,7.671)
beta.poly.seed.mass[2]: 1.411 (-8.909,11.35)
 
> 
